COLL_NOM;COLL_SIRET;EQUIP_UID;EQUIP_THEME;EQUIP_CODE;EQUIP_TYPE;EQUIP_NOM;ADR_NUMERO;ADR_NOMVOIE;ADR_CODEPOSTAL;ADR_COMMUNE;ADR_CLE_INTEROP;ERP_ID;ERP_TYPE;ERP_CATEGORIE;EQUIP_LAT;EQUIP_LONG;EQUIP_OUVERTURE;EQUIP_TEL;EQUIP_EMAIL;EQUIP_WEB
Val-de-Marne;21940053800076;94053-05010300-005;Equipement sportif et de loisirs;05010300-005;Complexe sportif en espace interieur et/ou extérieur;terrain de petanque - complexe sportif de la pepiniere;nan;rue pierre vienot;94880;Noiseau;;;;;48.774;2.548;;;;http://www.mairie-noiseau.fr/pageLibre00010840.aspx
Val-de-Marne;21940053800076;94053-05010304-006;Equipement sportif et de loisirs;05010304-006;Court de tennis;terrain de tennis - complexe sportif de la pepiniere;nan;rue pierre vienot;94880;Noiseau;;;;;48.773;2.549;;;;http://www.mairie-noiseau.fr/pageLibre00010840.aspx
Val-de-Marne;21940053800076;94053-05010310-012;Equipement sportif et de loisirs;05010310-012;Terrain de grands jeux (stade);terrain de football - stade pierre grisard;nan;rue pierre brossolette;94880;Noiseau;;;;;48.776;2.545;;;;http://www.mairie-noiseau.fr/pageLibre00010840.aspx
Val-de-Marne;21940075100018;94075-05010304-016;Equipement sportif et de loisirs;05010304-016;Court de tennis;courts de tennis couverts;nan;chemin des meuniers;94440;Villecresnes;;;;;48.717;2.548;;;;https://tcvillecresnes.fr/
Val-de-Marne;21950491700010;94059-05010103-020;Equipement sportif et de loisirs;05010103-020;Salle ou terrain spécialisé;salle de danse - ecole de danse sanaga;8;avenue ardouin;94420;Le Plessis -Trévise;;;;;48.812;2.57;;;;
Val-de-Marne;21940002500017;94002-05020101-026;Equipement sportif et de loisirs;05020101-026;Salle des fêtes (polyvalente, ....);maison des ceremonies familiales;nan;place ochagan;94140;Alfortville;;;;;48.787;2.422;;;;
Val-de-Marne;21940053800076;94053-05010304-031;Equipement sportif et de loisirs;05010304-031;Court de tennis;terrain de football - complexe sportif de la pepiniere;nan;rue pierre vienot;94880;Noiseau;;;;;48.773;2.549;;;;http://www.mairie-noiseau.fr/pageLibre00010840.aspx
Val-de-Marne;21940071000014;94071-05020101-048;Equipement sportif et de loisirs;05020101-048;Salle des fêtes (polyvalente, ....);centre culturel de la ferme;27;rue du grand val;94370;Sucy-en-Brie;;;;;48.776;2.52;;;;
Val-de-Marne;21940002500017;94002-05010103-064;Equipement sportif et de loisirs;05010103-064;Salle ou terrain spécialisé;office municipal des sports;2;rue de toulon;94140;Alfortville;;;;;48.787;2.429;;;;
Val-de-Marne;21940070200011;94070-05010310-069;Equipement sportif et de loisirs;05010310-069;Terrain de grands jeux (stade);stade didier boutten;nan;route de marolles;94440;Santeny;;;;;48.735;2.56;;;;
Val-de-Marne;21950491700010;94059-05010103-071;Equipement sportif et de loisirs;05010103-071;Salle ou terrain spécialisé;terrains de squash du tennis club du plessis trevise;17;avenue de l'europe;94420;Le Plessis -Trévise;;;;;48.803;2.578;;;;
Val-de-Marne;21940044700013;94044-05010101-076;Equipement sportif et de loisirs;05010101-076;Salle de combat;salle de boxe;22;rue gutenberg;94450;Limeil-Brévannes;;;;;48.743;2.482;;;;
Val-de-Marne;21940071000014;94071-05010304-079;Equipement sportif et de loisirs;05010304-079;Court de tennis;terrains de tennis- parc des sports de sucy;nan;route de la queue en brie;94370;Sucy-en-Brie;;;;;48.759;2.537;;;;https://www.ville-sucy.fr/
Val-de-Marne;21940071000014;94071-05010311-080;Equipement sportif et de loisirs;05010311-080;Pas de tir;cercle de tir sucy en brie;nan;allée des douves;94370;Sucy-en-Brie;;;;;48.769;2.531;;;;
Val-de-Marne;21940044700013;94044-05010303-082;Equipement sportif et de loisirs;05010303-082;Bassin de natation;piscine des dauphins;1; voie pompidou;94450;Limeil-Brévannes;;;;;48.744;2.512;;;;
Val-de-Marne;21950491700010;94059-05010304-123;Equipement sportif et de loisirs;05010304-123;Court de tennis;terrain de handball/football - espace sportif de plein air;nan;avenue de plein air;94420;Le Plessis -Trévise;;;;;48.802;2.576;;;;
Val-de-Marne;21950491700010;94059-05010103-129;Equipement sportif et de loisirs;05010103-129;Salle ou terrain spécialisé;salle de danse - gym k danse;55;avenue jean kiffer;94420;Le Plessis -Trévise;;;;;48.806;2.578;;;;http://kdanse-gym.fr/
Val-de-Marne;21950491700010;94059-05010102-130;Equipement sportif et de loisirs;05010102-130;Gymnase;gymnase - espace omnisports philippe de dieuleveult;169;avenue maurice bertheaux;94420;Le Plessis -Trévise;;;;;48.804;2.574;;;;https://www.leplessistrevise.fr/
Val-de-Marne;21940053800076;94053-05010103-138;Equipement sportif et de loisirs;05010103-138;Salle ou terrain spécialisé;salle de tennis de table;3;rue sadi carnot;94880;Noiseau;;;;;48.775;2.552;;;;http://www.mairie-noiseau.fr/pageLibre00010840.aspx
Val-de-Marne;21940019900184;94019-05010102-141;Equipement sportif et de loisirs;05010102-141;Gymnase;gymnase maurice rousseau;52;avenue claire;94430;Chennevières-sur-marne;;;;;48.8;2.547;;;;https://www.chennevieres.com/
Val-de-Marne;21950491700010;94059-05010301-146;Equipement sportif et de loisirs;05010301-146;Skatepark et vélo freestyle;skate park - espace sportif de plein air;nan;avenue de plein air;94420;Le Plessis -Trévise;;;;;48.802;2.576;;;;
Val-de-Marne;21940019900184;94019-05010304-147;Equipement sportif et de loisirs;05010304-147;Court de tennis;terrain de tennis - stade armand fey;24;route du plessis trevise;94430;Chennevières-sur-marne;;;;;48.806;2.557;;;;https://www.chennevieres.com/
Val-de-Marne;21940060300011;94060-05010304-151;Equipement sportif et de loisirs;05010304-151;Court de tennis;2 terrains de tennis - stade robert barran;nan;route de combault;94510;La Queue-en-brie;;;;;48.793;2.589;;;;https://www.laqueueenbrie.fr/
Val-de-Marne;21940060300011;94060-05010304-152;Equipement sportif et de loisirs;05010304-152;Court de tennis;2 terrains de tennis eclaires - stade robert barran;nan;route de combault;94510;La Queue-en-brie;;;;;48.793;2.589;;;;https://www.laqueueenbrie.fr/
Val-de-Marne;21940060300011;94060-05010207-153;Equipement sportif et de loisirs;05010207-153;"Parcours sportif ; Parcours de santé";parcours de sante;nan;chemin vert;94510;La Queue-en-brie;;;;;48.794;2.589;;;;https://www.laqueueenbrie.fr/
Val-de-Marne;21940060300011;94060-05010307-154;Equipement sportif et de loisirs;05010307-154;Equipement d'athlétisme;stade d'athletisme - stade robert barran;nan;route de combault;94510;La Queue-en-brie;;;;;48.793;2.59;;;;https://www.laqueueenbrie.fr/
Val-de-Marne;21940060300011;94060-05010300-155;Equipement sportif et de loisirs;05010300-155;Complexe sportif en espace interieur et/ou extérieur;terrain de petanque;nan;chemin vert;94510;La Queue-en-brie;;;;;48.794;2.59;;;;https://www.laqueueenbrie.fr/
Val-de-Marne;21950491700010;94059-05010307-156;Equipement sportif et de loisirs;05010307-156;Equipement d'athlétisme;stade d'athletisme -centre sportif louison bobet;6;avenue albert camus;94420;Le Plessis -Trévise;;;;;48.803;2.576;;;;https://www.leplessistrevise.fr/
Val-de-Marne;21950491700010;94059-05010300-157;Equipement sportif et de loisirs;05010300-157;Complexe sportif en espace interieur et/ou extérieur;boulodrome -centre sportif louison bobet;6;avenue albert camus;94420;Le Plessis -Trévise;;;;;48.802;2.575;;;;https://www.leplessistrevise.fr/
Val-de-Marne;21950491700010;94059-05010100-158;Equipement sportif et de loisirs;05010100-158;Complexe sportif en espace interieur;espace jacques carlier;6;avenue albert camus;94420;Le Plessis -Trévise;;;;;48.804;2.577;;;;https://www.leplessistrevise.fr/
Val-de-Marne;21950491700010;94059-05010300-159;Equipement sportif et de loisirs;05010300-159;Complexe sportif en espace interieur et/ou extérieur;boulodrome parc burladingen;nan;avenue ardouin;94420;Le Plessis -Trévise;;;;;48.803;2.58;;;;
Val-de-Marne;21940071000014;94071-05010103-160;Equipement sportif et de loisirs;05010103-160;Salle ou terrain spécialisé;salle de danse beauvilliers;36;avenue du fort;94370;Sucy-en-Brie;;;;;48.769;2.535;;;;https://www.ville-sucy.fr/
Val-de-Marne;21950491700010;94059-05010304-161;Equipement sportif et de loisirs;05010304-161;Court de tennis;terrain de football-centre sportif louison bobet;6;avenue albert camus;94420;Le Plessis -Trévise;;;;;48.803;2.578;;;;https://www.leplessistrevise.fr/
Val-de-Marne;21940060300011;94060-05010310-162;Equipement sportif et de loisirs;05010310-162;Terrain de grands jeux (stade);terrain de football - stade robert barran;nan;route de combault;94510;La Queue-en-brie;;;;;48.793;2.59;;;;https://www.laqueueenbrie.fr/
Val-de-Marne;21950491700010;94059-05010304-163;Equipement sportif et de loisirs;05010304-163;Court de tennis;terrain de football d'honneur -centre sportif louison bobet;6;avenue albert camus;94420;Le Plessis -Trévise;;;;;48.803;2.576;;;;https://www.leplessistrevise.fr/
Val-de-Marne;21940053800076;94053-05010301-165;Equipement sportif et de loisirs;05010301-165;Skatepark et vélo freestyle;skate park - complexe sportif de la pepiniere;nan;rue pierre vienot;94880;Noiseau;;;;;48.773;2.548;;;;
Val-de-Marne;21940071000014;94071-05010103-166;Equipement sportif et de loisirs;05010103-166;Salle ou terrain spécialisé;salle de danse des bruyeres;nan;boulevard de la liberte;94370;Sucy-en-Brie;;;;;48.758;2.55;;;;https://www.ville-sucy.fr/
Val-de-Marne;21940004100014;94004-05010102-167;Equipement sportif et de loisirs;05010102-167;Gymnase;gymnase amedee dunois;18;rue de sucy en brie;94470;Boissy-Saint-Léger;;;;;48.751;2.519;;;;https://ville-boissy.fr/
Val-de-Marne;21940019900184;94019-05010311-168;Equipement sportif et de loisirs;05010311-168;Pas de tir;pas de tir - premiere compagnie d'arc de chennevievres;nan;rue des archers;94430;Chennevières-sur-marne;;;;;48.798;2.532;;;;https://cie-arc-chennevieres.net/
Val-de-Marne;21940019900184;94019-05010102-169;Equipement sportif et de loisirs;05010102-169;Gymnase;gymnase - stade aristide briand;58;bis rue aristide briand;94430;Chennevières-sur-marne;;;;;48.797;2.535;;;;https://www.chennevieres.com/
Val-de-Marne;21940019900184;94019-05010304-170;Equipement sportif et de loisirs;05010304-170;Court de tennis;terrain de tennis couvert - stade aristide briand;61;bis rue aristide briand;94430;Chennevières-sur-marne;;;;;48.797;2.536;;;;https://www.chennevieres.com/
Val-de-Marne;21940019900184;94019-05010103-171;Equipement sportif et de loisirs;05010103-171;Salle ou terrain spécialisé;salle de danse rue du general de gaulle;83;rue du general de gaulle;94430;Chennevières-sur-marne;;;;;48.793;2.53;;;;
Val-de-Marne;21940019900184;94019-05010102-172;Equipement sportif et de loisirs;05010102-172;Gymnase;gymnase moulin a vent;18;avenue du moulin a vent;94430;Chennevières-sur-marne;;;;;48.784;2.525;;;;https://www.chennevieres.com/
Val-de-Marne;21940071000014;94071-05010103-173;Equipement sportif et de loisirs;05010103-173;Salle ou terrain spécialisé;salle de danse place de la fraternite;2;place de la fraternite;94370;Sucy-en-Brie;;;;;48.774;2.526;;;;https://www.ville-sucy.fr/
Val-de-Marne;21940071000014;94071-05010300-174;Equipement sportif et de loisirs;05010300-174;Complexe sportif en espace interieur et/ou extérieur;terrain de petanque (chalet des boulistes);nan;parc chaumoncel;94370;Sucy-en-Brie;;;;;48.77;2.524;;;;https://www.ville-sucy.fr/
Val-de-Marne;21940071000014;94071-05010103-175;Equipement sportif et de loisirs;05010103-175;Salle ou terrain spécialisé;salle de danse de la cite verte;nan;esplanade du chateau;94370;Sucy-en-Brie;;;;;48.772;2.525;;;;https://www.ville-sucy.fr/
Val-de-Marne;21940004100014;94004-05010304-177;Equipement sportif et de loisirs;05010304-177;Court de tennis;terrains de tennis;nan;place des erables;94470;Boissy-Saint-Léger;;;;;48.757;2.501;;;;https://ville-boissy.fr/
Val-de-Marne;21940004100014;94004-05010300-178;Equipement sportif et de loisirs;05010300-178;Complexe sportif en espace interieur et/ou extérieur;terrain de petanque de la haie griselle;10;avenue charles de gaulle;94470;Boissy-Saint-Léger;;;;;48.753;2.499;;;;https://ville-boissy.fr/
Val-de-Marne;21940004100014;94004-05020101-180;Equipement sportif et de loisirs;05020101-180;Salle des fêtes (polyvalente, ....);centre culturel le forum;nan;place du forum;94470;Boissy-Saint-Léger;;;;;48.754;2.502;;;;https://ville-boissy.fr/
Val-de-Marne;21940071000014;94071-05010304-181;Equipement sportif et de loisirs;05010304-181;Court de tennis;terrains de rugby - stade paul meyer;39;rue de paris;94370;Sucy-en-Brie;;;;;48.776;2.506;;;;https://www.saint-maur.com/
Val-de-Marne;21940071000014;94071-05010310-182;Equipement sportif et de loisirs;05010310-182;Terrain de grands jeux (stade);terrain de football entrainement - stade paul meyer;39;rue de paris;94370;Sucy-en-Brie;;;;;48.777;2.507;;;;https://www.saint-maur.com/
Val-de-Marne;21940071000014;94071-05010102-183;Equipement sportif et de loisirs;05010102-183;Gymnase;plateau d'evolution - gymnase du fort;33;avenue du fort;94370;Sucy-en-Brie;;;;;48.77;2.533;;;;https://www.ville-sucy.fr/
Val-de-Marne;21940004100014;94004-05010205-184;Equipement sportif et de loisirs;05010205-184;City-stade;city stade de la haie griselle;nan;place des tilleuls;94470;Boissy-Saint-Léger;;;;;48.756;2.5;;;;
Val-de-Marne;21940071000014;94071-05010305-193;Equipement sportif et de loisirs;05010305-193;Equipement de cyclisme;piste de bicross;nan;rue du moulin bateau;94370;Sucy-en-Brie;;;;;48.78;2.51;;;;https://www.ville-sucy.fr/
Val-de-Marne;21940071000014;94071-05010307-194;Equipement sportif et de loisirs;05010307-194;Equipement d'athlétisme;aire de lancers - stade paul meyer;39;rue de paris;94370;Sucy-en-Brie;;;;;48.777;2.506;;;;https://www.saint-maur.com/
Val-de-Marne;21940071000014;94071-05010102-197;Equipement sportif et de loisirs;05010102-197;Gymnase;terrain de basket ball - stade paul meyer;39;rue de paris;94370;Sucy-en-Brie;;;;;48.777;2.506;;;;https://www.saint-maur.com/
Val-de-Marne;21940071000014;94071-05010205-198;Equipement sportif et de loisirs;05010205-198;City-stade;citystade - aire de proximite des noyers;nan;rue du moulin bateau;94370;Sucy-en-Brie;;;;;48.779;2.509;;;;https://www.ville-sucy.fr/
Val-de-Marne;21940053800076;94053-05010102-216;Equipement sportif et de loisirs;05010102-216;Gymnase;gymnase - complexe sportif de la pepiniere;nan;rue pierre vienot;94880;Noiseau;;;;;48.774;2.549;;;;http://www.mairie-noiseau.fr/pageLibre00010840.aspx
Val-de-Marne;21940055300018;94055-05020101-231;Equipement sportif et de loisirs;05020101-231;Salle des fêtes (polyvalente, ....);centre culturel wladimir d'ormesson;14;avenue wladimie d'ormesson;94490;Ormesson-sur-Marne;;;;;48.787;2.545;;;;
Val-de-Marne;21940075100018;94075-05010100-336;Equipement sportif et de loisirs;05010100-336;Complexe sportif en espace interieur;asptt le bois d'auteuil;1;rue du bois d'auteuil;94440;Villecresnes;;;;;48.716;2.545;;;;
Val-de-Marne;21940002500017;94002-05010303-340;Equipement sportif et de loisirs;05010303-340;Bassin de natation;centre aquatique d'alfortville;50; quai blanqui;94140;Alfortville;;;;;48.801;2.416;;;;
Val-de-Marne;21940028000018;94028-05010100-350;Equipement sportif et de loisirs;05010100-350;Complexe sportif en espace interieur;salle polyvalente du port;nan;boulevard jean-baptiste oudry;94000;Créteil;;;;;48.773;2.461;;;;
Val-de-Marne;21940028000018;94028-05010100-359;Equipement sportif et de loisirs;05010100-359;Complexe sportif en espace interieur;salle victor hugo;2;rue des ecoles;94000;Créteil;;;;;48.792;2.466;;;;
Val-de-Marne;21940028000018;94028-05010102-360;Equipement sportif et de loisirs;05010102-360;Gymnase;gymnase plaisance;33;rue plaisance;94000;Créteil;;;;;48.8;2.456;;;;
Val-de-Marne;21940060300011;94060-05030000-364;Equipement sportif et de loisirs;05030000-364;Autre équipement sportif et de loisirs;ecole municipale de musique lionel andre;nan;avenue jean jaures;94510;La Queue-en-brie;;;;;48.785;2.579;;;;
Val-de-Marne;21940071000014;94071-05030000-366;Equipement sportif et de loisirs;05030000-366;Autre équipement sportif et de loisirs;conservatoire de musique et d'art dramatique;1;avenue georges pompidou;94370;Sucy-en-Brie;;;;;48.772;2.522;;;;
Val-de-Marne;21940028000018;94028-05010103-372;Equipement sportif et de loisirs;05010103-372;Salle ou terrain spécialisé;piste bi-cross;nan;rue jean gabin;94000;Créteil;;;;;48.78;2.446;;;;
Val-de-Marne;21940028000018;94028-05010100-374;Equipement sportif et de loisirs;05010100-374;Complexe sportif en espace interieur;salle rene renaud;7; terrue des ecoles;94000;Créteil;;;;;48.792;2.466;;;;
Val-de-Marne;21940028000018;94028-05010310-379;Equipement sportif et de loisirs;05010310-379;Terrain de grands jeux (stade);stade desmont;66;avenue du marechal delattre de tassigny;94000;Créteil;;;;;48.799;2.456;;;;
Val-de-Marne;21940028000018;94028-05010102-382;Equipement sportif et de loisirs;05010102-382;Gymnase;gymnase nelson paillou;nan;rue des sarrazins;94000;Créteil;;;;;48.769;2.472;;;;
Val-de-Marne;21940028000018;94028-05010104-389;Equipement sportif et de loisirs;05010104-389;Palais des sports;palais des sports robert oubron;5;rue pasteur vallery radot;94000;Créteil;;;;;48.788;2.442;;;;
Val-de-Marne;21940028000018;94028-05010102-393;Equipement sportif et de loisirs;05010102-393;Gymnase;gymnase louis pasteur;nan;rue henri matisse;94000;Créteil;;;;;48.783;2.461;;;;
Val-de-Marne;21940028000018;94028-05010100-394;Equipement sportif et de loisirs;05010100-394;Complexe sportif en espace interieur;plateau multisports du jeu de paume;9;rue du jeu de paume;94000;Créteil;;;;;48.777;2.461;;;;
Val-de-Marne;21940028000018;94028-05010102-402;Equipement sportif et de loisirs;05010102-402;Gymnase;gymnase marcel maurice savignat;nan;allée de la cote d'or;94000;Créteil;;;;;48.776;2.471;;;;
Val-de-Marne;21940028000018;94028-05010102-403;Equipement sportif et de loisirs;05010102-403;Gymnase;gymnase du jeu de paume;9;rue du jeu de paume;94000;Créteil;;;;;48.776;2.461;;;;
Val-de-Marne;21940028000018;94028-05010102-404;Equipement sportif et de loisirs;05010102-404;Gymnase;gymnase des guiblets;80;boulevard john fitzgerald kennedy;94000;Créteil;;;;;48.781;2.463;;;;
Val-de-Marne;21940028000018;94028-05010102-405;Equipement sportif et de loisirs;05010102-405;Gymnase;gymnase louis allezard;38;rue juliette savar;94000;Créteil;;;;;48.785;2.461;;;;
Val-de-Marne;21940028000018;94028-05020101-414;Equipement sportif et de loisirs;05020101-414;Salle des fêtes (polyvalente, ....);centre associatif communal du montaigut;2;rue moliere;94000;Créteil;;;;;48.789;2.441;;;;
Val-de-Marne;21940028000018;94028-05020101-415;Equipement sportif et de loisirs;05020101-415;Salle des fêtes (polyvalente, ....);centre de loisirs pour adolescents et pre adolescents du port;nan;boulevard jean baptiste oudry;94000;Créteil;;;;;48.773;2.46;;;;
