ID,FIRST,LAST,HAND,BIRTHDATE,COUNTRY
106952,Eric,Bassart,R,,USA
106658,Brendan,Burke,R,,AUS
107303,Jean,Barcu,R,,FRA
106740,Christian,Boes,R,,AUT
107652,Marco,Bobzin,R,,BRA
101133,Patrick,Baur,R,19650503,GER
101481,Omar,Camporese,R,19680508,ITA
107888,Olivier,Cayla,R,,FRA
107095,Gilberto,Cicero,R,,MEX
107674,Mario,Comanescu,R,,ROU
107428,Jose,Carranza,R,,MEX
106727,Chris,Cunin,R,,USA
101547,Paolo,Chinellato,R,19681208,ITA
108020,Piet,Cilliers,R,,RSA
101051,Oleksandr,Dolgopolov,R,19640710,UKR
106497,Alexandre,Diaz,R,,BRA
101244,Johan,Donar,R,19660324,SWE
101583,Laurent,Dropsy,R,19690320,BEL
106451,Akanji,Enitan,R,,NGR
107643,Marcelo,Ferlin,R,,BRA
107663,Marcos,Fernandes,R,,BRA
108278,Stacey,Foster,R,,USA
107686,Mark,Fairchilds,R,,USA
101499,Eduardo,Furusho,L,19680706,JPN
108228,Sebastien,Gerard,R,,FRA
106946,Enrique,Grimolizzi,R,,ARG
101320,Magnus,Gustafsson,R,19670103,SWE
108132,Roberto,Gattiker,R,,ARG
107916,Pablo,Goldstein,R,,ARG
101599,Thierry,Grin,R,19690425,SUI
101593,Chris,Garner,R,19690407,USA
106663,Brian,Hall,R,,CAN
107076,George,Harding,R,,USA
108046,Randy,Havens,R,,USA
101261,Axel,Hornung,R,19660606,GER
101517,Anders,Haaseth,R,19680914,NOR
101519,Norbert,Hoefling,R,19680920,AUT
107175,Hari,Iyer,R,,IND
100698,Young Dae,Jeon,R,19601004,KOR
106786,Craig,Johnson,R,,USA
101100,Chris,Kermode,R,19650113,GBR
106612,Ben,Knapp,R,,GBR
107492,Kelly,Kerner,R,,USA
100847,Jon,Kamisar,R,19620801,USA
107615,Maarten,Koopman,R,,NED
101121,Alaaddin,Karagoz,R,19650405,TUR
101434,Petr,Korda,L,19680123,CZE
100903,Mike,Lee,R,19630322,USA
108325,Steven,Leier,R,,CAN
108450,Trym,Landa,R,,NOR
100822,John,Losito,R,19620502,USA
107025,Francisco,Lopez,R,,ESP
101283,Dirk,Leppen,R,19660823,GER
107014,Flavio,Lima,R,,BRA
107135,Greg,Long,R,,NZL
106787,Craig,Mcinnes,R,,AUS
100684,Andreas,Muschik,R,19600710,GER
107389,John,Mclean,R,,USA
101982,Jordi,Mas,R,19711031,ESP
108293,Stefano,Mezzadri,R,,SUI
108292,Stefano,Mastrogirolamo,R,,ITA
107484,Kazuya,Morita,R,,JPN
101389,Oren,Motevassel,L,19670826,USA
106669,Bruce,Mckenzie,R,,RSA
107122,Graeme,Neville,R,,AUS
100724,Gary,Niebur,L,19610309,USA
107249,J,Francisco Naves,R,,ESP
101459,Tomas,Nydahl,R,19680321,SWE
101730,Piet,Norval,R,19700407,RSA
101805,David,Nainkin,R,19700920,RSA
108089,Richard,Odey,R,,NGR
108402,Timo,Pulkowski,R,,GER
106506,Alkis,Papamichael,R,,CYP
107647,Marcelo,Pacheco,R,,ESP
101306,David,Pollack,R,19661112,USA
101008,Peter,Palandjian,R,19640212,USA
101279,Philippe,Pech,L,19660809,FRA
101471,Ugo,Pigato,R,19680414,ITA
107479,Karathozuvu,Ramesh,R,,IND
107260,Jack,Reader,R,,NZL
108334,Sunil,Reddy,R,,IND
101087,Dave,Richmond,R,19641120,USA
107532,Kurt,Robinson,R,,AUS
107211,Horacio,Rearte,R,,ARG
101417,Mario,Rincon,R,19671203,COL
107510,Kgetil,Raaness,R,,NOR
108189,Ruslon,Rainov,R,19640206,BUL
108010,Pier,Francesco Restelli,R,,ITA
107921,Paolo,Rossi,R,,ITA
107103,Giovanni,Scola,R,,ITA
107476,K,Somnath,R,,IND
100853,Dong Wook,Song,L,19620820,KOR
101367,Igor,Saric,R,19670704,CRO
107280,Jan,Svensen,R,,NOR
101152,Christoph,Schaal,R,19650624,GER
101037,Eddie,Stewart,R,19640520,USA
108037,Rafael,Santonja,R,,ESP
108178,Ross,Shaw,R,,USA
106595,Attila,Szikszay,R,,HUN
101454,Sebastian,Soerensen,R,19680311,ITA
101582,Gilbert,Schaller,R,19690317,AUT
108138,Roberto,Sancha,R,,ESP
101467,Glenny,Schaap,R,19680406,NED
106523,Andre,Snyman,R,,RSA
106825,Darryl,Shapiro,R,,RSA
106524,Andre,Toumieu,R,,FRA
107629,Manuel,Tolentino,R,19660327,PHI
107602,Luis,Tadeu,R,,BRA
106961,Ernesto,Truqui,R,,MEX
107671,Mariano,Vantini,R,,ITA
107190,Henk,Venter,R,,RSA
106857,Davor,Vejnovic,R,,CZE
100767,Rudiger,Vogel,R,19610831,GER
106822,Darek,Vincent,R,,POL
106863,Delta,Villaescusa,R,,BRA
106927,Edwin,Vissers,R,,NED
101604,Stefan,Van Schalkwyk,R,19690511,RSA
107707,Mark,Wilder,R,,USA
101215,Scott,Warner,R,19651222,USA
100977,Farley,Weiss,R,19631113,USA
108457,Uwe,Zisser,R,,AUT
101516,Joao,Zwetsch,R,19680912,BRA
101601,Brett,Steven,R,19690427,NZL
108500,Warren,Green,R,,RSA
107128,Grant,Saacks,R,,RSA
101002,Neil,Smith,R,19640128,RSA
101068,Byron,Talbot,R,19640915,RSA
107536,Kwassie,Van Der Merwe,R,,RSA
100978,Andrew,Castle,R,19631115,GBR
101337,Martin,Strelba,R,19670322,CZE
100955,Yahiya,Doumbia,R,19630825,SEN
100841,Jin Sun,Yoo,R,19620712,KOR
101198,Steve,Kennedy,R,19651030,USA
101372,Joey,Blake,R,19670714,USA
101134,Fredrik,Waern,R,19650505,SWE
108378,Thierry,Van Den Daele,R,,FRA
107884,Oliver,Ploner,R,,AUT
106557,Angelo,Tanganelli,R,,ITA
101493,Christian,Weis,R,19680620,GER
101429,Stephane,Grenier,R,19680109,FRA
101278,Scott,Melville,R,19660804,USA
106705,Carsten,Krammenschneider,R,,GER
101382,Marcelo,Filippini,R,19670804,URU
101462,Francisco,Roig,R,19680401,ESP
101227,Daniel,Marco,R,19660131,ESP
101316,Juan,Rios,R,19661215,PUR
101476,Rolf,Hertzog,R,19680425,SUI
101502,Torben,Theine,L,19680710,GER
101328,Mihnea Ion,Nastase,R,19670207,ROU
100997,Roger,Smith,R,19640120,BAH
101632,Per,Henricsson,R,19690809,SWE
101634,Milan,Palme,R,19690814,GER
101570,Vicente,Solves,R,19690208,ESP
107934,Patrick,Hultgren,R,,SWE
101889,Todd,Woodbridge,R,19710402,AUS
100983,Stephen,Aniston,R,19631204,USA
101294,Jeff,Hersh,R,19661011,USA
107387,John,Larsen,R,,DEN
101297,John,Carras,R,19661021,USA
100889,Joe,De Foor,R,19630202,USA
107987,Peter,Lloyd,R,,AUS
101606,Alberto,Mancini,R,19690520,ARG
108271,Sombat,Uammongkol,R,,THA
101676,Adam,Anderson,R,19691221,AUS
101526,Alain,Lemaitre,R,19681014,MEX
107221,Ian Peter,Budge,R,,AUS
101181,Karsten,Saniter,R,19650913,GER
101427,Ruben,Gajardo,R,19680105,CHI
108576,Zeljko,Cica,R,,YUG
100979,Gregg,Hahn,R,19631115,USA
101311,Kent,Kinnear,R,19661130,USA
101561,Nicklas,Utgren,R,19690112,SWE
108411,Tom,Furukrantz,R,,SWE
101054,Lars,Holmblad,R,19640731,SWE
101432,Dimitri,Poliakov,R,19680119,UKR
101642,Bart,Wuyts,R,19690915,BEL
108213,Scott,Brown,R,,USA
101430,Sergio,Cortes,R,19680111,CHI
101744,Jason,Carriage,R,19700515,AUS
101384,Marco,Filippeschi,R,19670815,ITA
106442,Abdul,Khalek Nadini,R,19610914,MAR
101727,Jason,Stoltenberg,R,19700404,AUS
101556,Carl,Turich,R,19690101,AUS
100908,Tobias,Svantesson,R,19630401,SWE
101323,Tim,Trigueiro,R,19670116,USA
107979,Peter,Flintsoe,R,,DEN
100850,Wayne,Hearn,R,19620805,USA
106459,Alain,Meeus,R,,BEL
106880,Diego,Varela,R,,ARG
101170,Howard,Endelman,R,19650730,USA
101663,Eugenio,Rossi,R,19691110,ITA
107725,Masayoshi,Takeyari,R,,JPN
101470,Nick,Bendtsen,R,19680410,DEN
107680,Mark,Bailey,R,,HKG
101011,Martin,Fortun,R,19640224,GER
101451,Gustavo,Giussani,R,19680306,ARG
106450,Aga,Soemarno,R,,INA
106891,Donald,Wailan,R,,INA
101735,Richard,Fromberg,R,19700428,AUS
106976,Fabio,Avogadri,R,,ITA
101530,Jean Yves,Blondel,R,19681021,SUI
107291,Jason,Mccarthy,R,,AUS
108298,Stephane,Oberer,R,,SUI
100366,Heiner,Seuss,R,19550204,GER
107734,Mats,Sandstrom,R,,SWE
107200,Herve,Bardot,R,,FRA
101581,Jose Luis,Aparisi,R,19690311,ESP
101118,Brian,Barker,R,19650312,USA
108404,Tjerk,Bogtstra,R,,NED
101260,Sean,Cole,R,19660602,GBR
101436,George,Cosac,R,19680126,ROU
107066,Gavin,Hewson,R,,RSA
107321,Jeff,Horine,R,,CAN
100925,Mark,Murphy,R,19630519,USA
101331,Alex,Nizet,R,19670222,USA
101370,Paolo,Pambianco,R,19670711,ITA
101221,Christian,Pottinger,R,19660117,GER
108279,Stanley,Shaw,R,,GER
101224,Kenny,Thorne,R,19660124,USA
106978,Fabio,Di Mauro,R,,ITA
107490,Kelly,Durant,R,,AUS
100858,Hans,Fredborg,R,19620912,SWE
101813,Sergio,Sarli,R,19701013,BRA
108382,Thomas,Bischof,R,,AUT
101694,David,Franco,R,19700130,ESP
101664,Andras,Lanyi,R,19691126,HUN
108018,Pierre,Lemoine,R,,FRA
107046,Friday,Otabor,R,,NGR
101327,Cyril,Suk,R,19670129,CZE
101638,Sean,Karam,R,19690824,AUS
106804,Dane,Nebel,R,,AUS
101637,Brian,Roe,L,19690820,AUS
108122,Robert,Sjoholm,R,,GER
101609,David,Wheaton,R,19690602,USA
101643,Cristian,Araya,R,19690915,CHI
100818,Vaughn,Bryan,R,19620424,USA
101373,Karsten,Braasch,L,19670714,GER
101639,Lan,Bale,R,19690907,RSA
107120,Graeme,Brimblecombe,R,,AUS
107860,Nicolas,Copin,R,,FRA
101491,David,Decret,R,19680616,FRA
108105,Robert,Flego,R,,CRO
100958,Deane,Frey,R,19630906,USA
106730,Chris,Fancutt,R,,AUS
101270,Thomas,Gollwitzer,R,19660724,GER
101435,Brian,Gyetko,R,19680126,CAN
100909,Stefan,Heckmanns,R,19630406,GER
101510,Henrik,Holm,R,19680822,SWE
108301,Stephen,Heron,R,,GBR
101621,Misel,Klesinger,R,19690708,YUG
101406,Wojtek,Kowalski,R,19671010,POL
100940,Allen,Miller,R,19630709,USA
100952,Kai,Niemi,R,19630810,FIN
107099,Gilles,Neuenschwander,R,,SUI
107030,Franck,Peyre,R,,FRA
106656,Branko,Pesic,R,,YUG
101369,Bent Ove,Pedersen,R,19670711,NOR
101211,Otis,Smith,L,19651208,USA
108161,Roland,So,R,,PHI
108449,Troy,Turnbull,R,,NZL
101812,Raviv,Weidenfeld,R,19701012,ISR
101365,Paul,Wekesa,R,19670702,KEN
107376,John,Atiomo,R,,NGR
106600,Ayman,Azmi,R,,EGY
101555,Segun,Akinloye,R,19681229,NGR
101246,Uwe,Allman,R,19660409,GER
101971,Johan,Anderson,R,19710929,AUS
106829,David,Betous,R,,FRA
107560,Leeh,Bienkowski,R,19640820,POL
108361,Teodor,Batchev,R,,BUL
106535,Andres,Battad,R,,PHI
100746,Brett,Buffington,R,19610505,USA
107522,Kobus,Botha,R,,RSA
106921,Eduardo,Bricio,R,,BRA
108080,Rich,Benson,R,,USA
108093,Rick,Bograd,R,,USA
106903,Driss,Ben Omar,R,,MAR
101477,Chris,Bailey,R,19680429,GBR
101027,Jaroslav,Bulant,R,19640421,CZE
101565,Marius,Barnard,R,19690120,RSA
101475,Carlos,Costa,R,19680422,ESP
107245,Ivano,Cappelloni,R,,ITA
108296,Stephan,Cambal,R,,SUI
101532,Francisco,Clavet,L,19681024,ESP
107043,Frederico,Ceppellini,R,,ITA
101772,Andrei,Cherkasov,R,19700704,RUS
101167,Jaime,Cortes,R,19650726,COL
101272,Eric,Crabb,R,19660726,CAN
101052,Dave,Delseni,R,19640722,USA
101615,Otavio,Della,R,19690622,BRA
106462,Alan,Douglas,R,,GBR
101419,Frank,Dennhardt,L,19671206,GER
106499,Alfio,Di Mauro,R,,ITA
107767,Mert,Ertunga,R,,TUR
108308,Steve,Ethier,R,,USA
107757,Mauro,Elia,R,,ITA
107202,Hidemaru,Fujita,R,,JPN
106536,Andres,Filimonov,R,19680429,LAT
107622,Manuel,Faure,R,,SUI
107920,Paolo,Frasson,R,,ITA
101104,Stefan,Fueg,R,19650124,GER
101881,Oliver,Fuchs,R,19710316,AUT
101738,Emile,Fourie,R,19700508,RSA
101363,Vojtech,Flegl,R,19670624,CZE
107097,Gilles,Ganancia,R,,MON
108068,Rene,Gramminger,R,,GER
107296,Javier,Gonzalez,R,,MEX
107578,Lorne,Goldberg,R,,CAN
108217,Scott,Grimes,R,,USA
106743,Christian,Guhl,R,,GER
101484,Vladimir,Gabrichidze,R,19680516,GEO
108336,Sven,Groeneveld,R,,NED
101392,Dan,Goldberg,L,19670906,USA
107831,Murray,Garrott,R,,USA
106827,Daryl,Greeves,R,,AUS
101624,Janne,Holtari,R,19690714,FIN
108371,Theo,Hoek,R,,NED
106792,Cris,Herman,R,,FRA
101314,Woody,Hunt,R,19661203,USA
107695,Mark,Hosking,R,,USA
101346,David,Ison,R,19670426,GBR
106935,Emeka,Igbinebor,R,,NGR
107286,Jari,Koho,R,,FIN
100948,Shiel,Kumar,L,19630726,IND
108200,Sam,Kipkoech,R,,KEN
101487,Ingo,Kroll,R,19680524,GER
101473,Jozsef,Krocsko,R,19680420,HUN
107616,Maciej,Koska,R,,POL
108274,Spencer,Kooshian,R,,USA
108043,Ralph,Kok,R,,NED
108424,Tomas,Krapl,R,,SUI
107776,Michael,Kupferschmid,R,,GER
101466,Roberto,Lopez,R,19680405,MEX
101894,Philippe,Leblanc,R,19710407,CAN
108011,Piero,Lagioia,R,,VEN
101678,Alexander,Lindholm L174,R,19691229,FIN
107050,Gabriel,Limina,R,,ARG
107485,Ke Qin,Ma,R,,CHN
107466,Juhani,Makinen,R,,FIN
101731,Nuno,Marques,L,19700409,POR
101349,Adam,Malik,R,19670510,MAS
101963,Emmanuel,Marmillod,L,19710913,SUI
100897,Craig D,Miller,R,19630310,USA
108425,Tomas,Malisewski,R,,POL
108087,Richard,Major,R,,POL
107307,Jean Francois,Mattieu,R,,CAN
101200,Scott,Moody,R,19651105,USA
101726,Boaz,Merenstein,L,19700403,ISR
106937,Emilio,Marturano,R,,ITA
107292,Jason,Noonan,R,,AUS
108177,Roselle,Nilo Natividad,R,,PHI
101658,Fredrik,Nilsson,R,19691101,SWE
101668,Peter,Nyborg,R,19691212,SWE
108517,Willi,Otten,R,,GER
107991,Peter,Orwa,R,,NGR
107964,Peeter,Oroszpataki,R,,HUN
106745,Christian,Prescott,R,,CAN
106735,Chris,Peet,R,,GBR
107906,Otto,Pueski P199,R,,HUN
101544,Marcos,Perez Hubert,R,19681122,ESP
101177,Scott,Patridge,R,19650831,USA
108465,Vesa,Ponkka,R,,FIN
107287,Jari,Pakkanen,R,,FIN
101550,Al,Parker,R,19681222,USA
101501,Fredrik,Perman,R,19680709,SWE
101652,Rafael,Pedros,R,19691022,FRA
101504,Laurent,Prades,L,19680719,FRA
108447,Trevor,Raal,R,,RSA
107702,Mark,Riley,R,,USA
107380,John,Rustad,R,,NOR
101578,Markus,Rackl,L,19690303,GER
101464,Darren,Roberts,R,19680403,GBR
106463,Alan,Ritter,R,,AUS
108004,Philippe,Reboul,R,,FRA
101494,Simone,Restelli,R,19680621,ITA
101703,Guillaume,Raoux,R,19700214,FRA
106470,Alberto,Rodriguez Pinon,R,,ESP
107037,Frank,Rieker,R,,GER
100975,Christopher,Sammer,R,19631110,GER
107029,Francisco,Siqueira,R,,BRA
107343,Jim,Somerville,R,,USA
101220,Herbert,Sandberg,R,19660112,GER
107500,Kenneth,Schmidt,R,,DEN
101162,Armin,Steger,R,19650717,GER
101616,Serge,Soulie,R,19690623,FRA
100874,Peter Franz,Schweyer,R,19621119,GER
100786,Marcus,Schur,R,19611114,GER
101223,Howard,Schwartz,R,19660124,USA
107881,Olas,Stenberg,R,,SWE
101009,John,Sobel,R,19640215,USA
106460,Alain,Schott,R,,FRA
101383,Stephane,Sansoni,R,19670812,FRA
108156,Roger,Stueber,R,,SUI
100813,Uwe,Schumann,R,19620408,GER
107662,Marco,Seruca,R,,POR
101441,Martin,Sinner,R,19680207,GER
101136,Ivica,Tolic,R,19650512,CRO
107765,Menashe,Tzur,R,,ISR
108532,Worapol,Thongkamcho,R,19680101,THA
107535,Kuyoshi,Ueda,R,,JPN
107523,Kobus,Visage,R,,RSA
101620,Phillipe,Ventura,R,19690703,FRA
107972,Pertti,Vainikainen,R,,FIN
106471,Alberto,Valesani,R,,ITA
100879,Klaus,Weitzenburger,R,19621212,GER
108157,Roger,Warmenhoven,R,,NED
101579,Patrik,Wennberg,R,19690303,SWE
101861,Thomas,Buchmayer,L,19710214,AUT
107507,Kevin,Gillette,R,,USA
107945,Paul,Hoysted,R,,AUS
101745,Roberto,Jabali,R,19700516,BRA
101646,Adi,Kremer,R,19691004,ISR
101376,Dave,Klembith,R,19670717,USA
108006,Phillip,Kjaer,R,,DEN
101572,Paul,Lord,R,19690211,AUS
100992,Mike,Massie,R,19640102,USA
108352,Takeshi,Omono,R,,JPN
107028,Francisco,Pinto,R,,BRA
107861,Nicolas,Romero,R,,ESP
102000,Aki,Rahunen,R,19711224,FIN
101564,Glenn,Solomon,R,19690118,USA
108163,Roland,Tekenbroek,R,,RSA
101835,Arne,Thoms,R,19710101,GER
107254,Jacco,Van Duyn,R,,NED
101619,David,Wells Roth,R,19690703,USA
107938,Paul,Areh,R,,NGR
107514,Kim,Andersson,R,,SWE
101682,David,Adams,R,19700105,RSA
108561,Yoram,Baron,R,,ISR
101079,John,Bartos,R,19641026,USA
101010,Julian,Barham,R,19640223,USA
107305,Jean Francois,Blain,R,,FRA
107411,Joran,Bergwall,R,,SWE
106622,Bill,Benjes,R,,USA
101307,Jeff,Brown,R,19661115,USA
101923,Marcus,Barbosa,R,19710612,BRA
107853,Nick,Barone,R,,USA
108267,Singgih,Basuki,R,,INA
100743,Mike,Conroy,R,19610502,USA
107940,Paul,Chaput,R,,FRA
101506,Eoin,Collins,L,19680728,IRL
106823,Darren,Cole,R,,AUS
101651,Owen,Casey,R,19691022,IRL
107870,Nortay,Dowuona,R,19670429,NGR
108111,Robert,Dunkle,L,,USA
101428,Glenn,Dickerson,R,19680108,USA
101375,Brian,Devening,R,19670716,USA
101207,Michael,Daniel,R,19651121,ISR
106933,Elliott,Dun,R,,USA
107581,Luca,Dangelo,R,,ITA
108299,Stephen,Enriquez,R,,USA
101333,Mark,Ferreira,R,19670301,IND
106699,Carlos,Fresneda,R,,SUI
101788,Doug,Flach,R,19700810,USA
101746,Renzo,Furlan,R,19700517,ITA
106549,Andy,Frost,R,,USA
101817,Andrew,Florent,R,19701024,AUS
106749,Christoph,Geukens,R,,BEL
108106,Robert,Garbell,R,,USA
108510,Werner,Heinze,R,,MEX
108109,Robert,Horwood,R,,CAN
107041,Franklin,Hatchett,R,,USA
101424,Brent,Haygarth,R,19671227,RSA
101964,Goran,Ivanisevic,L,19710913,CRO
106777,Clayton,Johnson,R,,RSA
101692,Tim,Jessup,R,19700128,USA
101536,Murphy,Jensen,L,19681030,USA
101455,Amine,Kadiri,R,19680315,MAR
107530,Krisztian,Keresztes,R,,HUN
107042,Franz,Kaiser,R,,AUT
101512,Trevor,Kronemann,R,19680903,USA
107935,Patrick,Kirkbride,R,,USA
107774,Michael,Katz,R,,FRA
106620,Bertrand,Lacombe,R,,HAI
106793,Cristofer,Leberth,R,,CHI
108373,Thierno,Ly,R,,SEN
101563,Joseph,Lizardo,R,19690117,PHI
107308,Jean,Leclercq,R,,FRA
101335,Stephen,Longley,R,19670310,USA
106990,Farouk,Marcos,R,,MEX
108553,Yanwar,Mangitung,R,,INA
106507,Allan,Manussoff,R,,USA
101091,Scott,Mcteer,R,19641127,USA
107306,Jean Francois,Mathieu,R,,CAN
101479,TJ,Middleton,R,19680502,USA
108432,Tony,Macken,R,,CAN
107778,Michael,Nugent,R,,IRL
101740,Sascha,Nensel,R,19700509,GER
107185,Hector,Nevares,R,,PUR
107820,Mitch,Nichols,R,,USA
101685,Markus,Naewie,R,19700107,GER
107077,George,Obidiegwu,R,,NGR
107496,Ken,Olivier,R,,USA
107990,Peter,Olsson,R,,SWE
100919,Khalid,Outaleb,R,19630427,MAR
106941,Eno,Polo,R,,KEN
101783,Mark,Petchey,R,19700801,GBR
101611,Cedric,Pioline,R,19690615,FRA
101199,Ashley,Rhoney,R,19651031,USA
106772,Claudio,Rigagnoli,R,,ITA
107842,Narc,Rodrigues,R,,BRA
106543,Andrew,Ritter,R,,AUS
100961,Patrick,Schmidt,R,19630917,GER
108055,Raymond,Suarez,R,19630123,PHI
108329,Stu,Saiki,R,,USA
101194,Chuck,Swayne,R,19651018,USA
106590,Artur,Shiladjan,R,,RUS
107580,Louis,Segbeaya,R,,TOG
107844,Neal,Stapp,R,,USA
101317,John,Sullivan,R,19661222,USA
101214,Bryan,Shelton,R,19651222,USA
101733,Jan,Siemerink,L,19700414,NED
107601,Luis,Sanchis,R,,ESP
107094,Gil,Schuerholz,R,,USA
107952,Paul,Sindhunatha,R,,INA
107007,Fernando,Souza,R,,BRA
106546,Andrew,Turcinovich,U,,USA
108139,Roberto,Teofilo,R,,BRA
107270,James,Thompson,R,,USA
106465,Alan,Tunik,R,,CHI
107198,Hernan,Valenzuela,R,,CHI
106667,Brian,Veillette,R,,USA
107421,Jorge,Vila,R,,ESP
101255,Greg,Van Emburgh,R,19660510,USA
101415,Jochen,Wolff,R,19671123,GER
101393,Jens,Woehrmann,R,19670908,GER
106654,Brandon,Walters,R,,USA
106889,Don,Wood,R,,USA
101351,James,Williams,R,19670513,USA
108222,Scott,West,R,,AUS
106982,Fabio,Walker,R,,CAN
106824,Darren,Yates,R,,USA
107748,Mauriceo,Yoma,R,,ARG
107827,Moncef,Zehar,R,,ALG
101508,Magnus,Zeile,R,19680810,SWE
102021,Michael,Chang,R,19720222,USA
101717,Diego,Nargiso,L,19700315,ITA
101067,Philip,Johnson,R,19640911,USA
101809,Nicolas,Pereira,R,19700929,VEN
101360,Mark,Keil,R,19670603,USA
101281,Shelby,Cannon,L,19660819,USA
101413,Felix,Barrientos,R,19671120,PHI
108332,Suharyadi,Suharyadi,R,,INA
101793,Jim,Courier,R,19700817,USA
101161,Thomas,Haldin,R,19650711,SWE
101315,Enrico,Cocchi,R,19661215,ITA
101543,Jeff,Tarango,L,19681120,USA
101721,Markus,Zillner,L,19700319,GER
101235,Paul,Haarhuis,R,19660219,NED
101534,Libor,Nemecek,R,19681026,CZE
101901,Chuck,Adams,R,19710423,USA
101165,Mario,Tabares,R,19650722,CUB
101217,Andreas,Lesch,L,19660104,GER
100965,Peter,Ballauff,R,19630929,GER
101680,Zeeshan,Ali,R,19700101,IND
101364,Bret,Garnett,R,19670702,USA
101452,Greg,Failla,R,19680309,USA
101156,Juan,Pino,R,19650703,CUB
101934,Paul,Dogger,R,19710704,NED
107473,Justedjo,Tarik,R,19530830,INA
101420,Vaclav,Roubicek,R,19671213,CZE
106441,Abdul,Kahar Mim,R,,INA
101710,Martin,Blackman,R,19700305,USA
108403,Tintus,Wibowo,R,,INA
101549,Rodolphe,Gilbert,L,19681212,FRA
101044,Mark,Ozer,R,19640616,USA
107926,Pasi,Montonen,R,,FIN
101569,Mario,Pacheco,R,19690204,MEX
107149,Gunther,Vanderveeren,R,,BEL
101955,Luis,Herrera,L,19710827,MEX
101529,Michael,Stich,R,19681018,GER
101552,Xavier,Daufresne,R,19681224,BEL
107600,Luis,Ruette,R,,BRA
101631,Alessandro,Dalboni,R,19690809,ITA
101886,Ohad,Weinberg,R,19710319,ISR
100989,Ned,Caswell,R,19631228,USA
106808,Daniel,Deboer,R,,GER
100999,Bo,Johnson,R,19640123,USA
101266,Trey,Carter,R,19660702,USA
101574,Alejandro,Aramburu,R,19690214,PER
106479,Alejandro,Ramos,R,,MEX
107736,Matt,Grace,R,,USA
101568,Andreas,Buchwald,R,19690202,AUT
101760,David,Kass,R,19700616,USA
101551,Carlos,Gomez Diaz,R,19681224,ARG
107497,Kenichi,Kiyomiya,R,,JPN
101129,Andrew,Lobb,R,19650424,NZL
101728,Laszlo,Markovits,R,19700404,HUN
101679,Haim,Zion,R,19691229,ISR
101202,Ian,Aler,R,19651111,USA
101385,Mario,Carnevale,R,19670816,ITA
107901,Oskar,Gernac,R,,YUG
107388,John,Marinov,R,,AUS
101673,XXXXXXXX,Suhendar,R,19691214,INA
108563,Yosafat,Sihombing,R,,INA
108002,Philippe,Lacombrade,R,,FRA
106678,Bunge,Nahor,R,,INA
101160,Andrew,Sproule,R,19650708,GBR
101524,Stephan,Rhode,R,19681005,GER
108008,Phillip,Williamson,R,,USA
101859,Pedro,Alatorre,R,19710209,MEX
101303,Alexander,Pfann,R,19661107,AUT
101299,Sven,Salumaa,R,19661021,USA
106504,Alfredo,Rivera,R,,CHI
101197,Richard,Holt,R,19651029,USA
101674,Rudiger,Haas,R,19691215,GER
107018,Florian,Loddenkemper,R,,GER
106539,Andrew,Mclean,R,,AUS
106752,Christoph,Parringer,R,,GER
107847,Neil,Prickett,R,,AUS
101444,Bonit,Wiryawan,R,19680210,INA
101219,Klaus,Langenbach,R,19660109,GER
101490,Daniel,Orsanic,L,19680611,ARG
101659,Jan,Apell,L,19691104,SWE
101514,Mike,Briggs,R,19680906,USA
107033,Frank,Etzold,R,,GER
101741,Gonzalo,Fernandez,R,19700511,CHI
108056,Reda,Galou,R,,ALG
107508,Kevin,Lubbers,R,,USA
106814,Daniel,Larsson,R,,SWE
107777,Michael,Morrison,R,,USA
101660,Francisco,Montana,R,19691105,USA
106448,Adrian,Popovici,R,,ROU
107837,NA,Sulistyono,R,19641127,INA
108065,Renato,Vavassori,R,,ITA
101724,Brice,Karsh,R,19700331,USA
107083,Gerardo,Hernandez,R,,MEX
106811,Daniel,Heryanto,R,,INA
101545,Tomasz,Iwanski,R,19681205,POL
101920,Jamie,Morgan,R,19710608,AUS
106483,Alessandro,Silvi,R,,ITA
101488,Tibor,Toth,R,19680525,SVK
100969,Doug,Weber,R,19631014,USA
107475,Justin,Stead,R,,AUS
101546,Mike,Brown,R,19681208,USA
101750,Cristiano,Caratti,R,19700524,ITA
101408,Cary,Cohenour,R,19671018,USA
101567,Hendrik Jan,Davids,L,19690130,NED
107106,Glen,Eaton,R,,AUS
101656,Nils,Holm,R,19691030,SWE
101401,Jon,Ireland,L,19670926,AUS
101347,Dirk,Lampe,R,19670502,GER
101038,Alfonso,Mora,R,19640523,VEN
108263,Silvio,Moine,R,,ITA
108565,Young Min,Kwon,R,,KOR
107659,Marco,Mencaglia,R,,ITA
101696,Federico,Mordegan,R,19700201,ITA
101622,Jorgen,Nilsson,R,19690709,SWE
108564,Yoshikazu,Okada,R,,INA
101028,Robert,Pellizzi,R,19640422,USA
108482,Vladimir,Petrushenko,R,,RUS
101345,Roland,Rakell,R,19670425,SWE
107012,Filippo,Raffelli,R,,ITA
101338,Olivier,Soules,R,19670324,FRA
107184,Hawin,Sutopo,R,,INA
101495,Miguel,Tobon,R,19680622,COL
106493,Alexander,Windisch,R,,GER
101474,Radek,Zahraj,R,19680421,CZE
100750,Tracy,Fenelon,R,19610601,USA
101225,Jens,Peter,L,19660128,GER
101765,Tomas,Anzari,R,19700624,CZE
