Player Name, Ranking, Link
Margarita Gasparyan,60,https://www.wtatennis.com//players/player/317938/title/margarita-gasparyan-0
Ons Jabeur,61,https://www.wtatennis.com//players/player/316847/title/ons-jabeur-0
Svetlana Kuznetsova,62,https://www.wtatennis.com//players/player/110552/title/svetlana-kuznetsova-0
Tamara Zidansek,63,https://www.wtatennis.com//players/player/323079/title/tamara-zidansek-0
Alizé Cornet,64,https://www.wtatennis.com//players/player/312121/title/aliz%C3%A9-cornet-0
Jennifer Brady,65,https://www.wtatennis.com//players/player/318358/title/jennifer-brady-0
Alison Van Uytvanck,66,https://www.wtatennis.com//players/player/317819/title/Alison-van-Uytvanck
Elena Rybakina,67,https://www.wtatennis.com//players/player/324166/title/elena-rybakina-0
Dominika Cibulkova,68,https://www.wtatennis.com//players/player/312894/title/dominika-cibulkova-0
Bernarda Pera,69,https://www.wtatennis.com//players/player/317708/title/bernarda-pera-0
Rebecca Peterson,70,https://www.wtatennis.com//players/player/317771/title/rebecca-peterson-0
Lauren Davis,71,https://www.wtatennis.com//players/player/317414/title/lauren-davis-0
Fiona Ferro,72,https://www.wtatennis.com//players/player/319969/title/fiona-ferro-0
Viktorija Golubic,73,https://www.wtatennis.com//players/player/316296/title/viktorija-golubic-0
Kateryna Kozlova,74,https://www.wtatennis.com//players/player/316739/title/kateryna-kozlova-0
Jelena Ostapenko,75,https://www.wtatennis.com//players/player/319939/title/jelena-ostapenko-0
Agnieszka Radwanska,76,https://www.wtatennis.com//players/player/312251/title/Agnieszka-RADWANSKA-0
Anastasia Potapova,76,https://www.wtatennis.com//players/player/325601/title/anastasia-potapova-0
Zarina Diyas,77,https://www.wtatennis.com//players/player/315696/title/Zarina-DIYAS
Madison Brengle,78,https://www.wtatennis.com//players/player/312328/title/Madison-BRENGLE
Tatjana Maria,79,https://www.wtatennis.com//players/player/310440/title/Tatjana-Maria
Magda Linette,80,https://www.wtatennis.com//players/player/315130/title/Magda-LINETTE
Pauline Parmentier,81,https://www.wtatennis.com//players/player/160515/title/pauline-parmentier-0
Sara Sorribes Tormo,82,https://www.wtatennis.com//players/player/318872/title/sara-sorribes-tormo-0
Kaia Kanepi,83,https://www.wtatennis.com//players/player/110536/title/Kaia-KANEPI
Daria Gavrilova,84,https://www.wtatennis.com//players/player/315997/title/daria-gavrilova-0
Vera Zvonareva,85,https://www.wtatennis.com//players/player/260142/title/Vera-ZVONAREVA
Kristyna Pliskova,86,https://www.wtatennis.com//players/player/313975/title/kristyna-pliskova-0
Maria Sharapova,87,https://www.wtatennis.com//players/player/310137/title/Maria-Sharapova
Timea Bacsinszky,88,https://www.wtatennis.com//players/player/311579/title/Timea-Bacsinszky-0
Andrea Petkovic,89,https://www.wtatennis.com//players/player/310770/title/andrea-petkovic-0
Laura Siegemund,90,https://www.wtatennis.com//players/player/310926/title/laura-siegemund-0
Paula Badosa,91,https://www.wtatennis.com//players/player/320124/title/paula-badosa-gibert-0
Irina-Camelia Begu,92,https://www.wtatennis.com//players/player/313169/title/irina-camelia-begu-0
Anna Blinkova,93,https://www.wtatennis.com//players/player/324267/title/anna-blinkova-0
Ivana Jorovic,94,https://www.wtatennis.com//players/player/320360/title/Ivana-JOROVIC-0
Astra Sharma,95,https://www.wtatennis.com//players/player/319696/title/astra-sharma-0
Anna Karolina Schmiedlova,96,https://www.wtatennis.com//players/player/318203/title/anna-karolina-schmiedlova-0
Aleksandra Krunic,97,https://www.wtatennis.com//players/player/316344/title/aleksandra-krunic-0%20
Natalia Vikhlyantseva,98,https://www.wtatennis.com//players/player/320832/title/Natalia-Vikhlyantseva
Beatriz Haddad Maia,99,https://www.wtatennis.com//players/player/318176/title/Beatriz-Haddad-Maia
